   1		     11
   1		     21
   3		     31
   5		     41
  10		     51
  12		     59
  12		     67
  14		     77
  17		     87
  18		     97
  19		    107
  19		    117
  29		    127
  30		    137
  30		    147
  34		    157
  37		    167
  37		    177
  38		    187
  38		    197
  38		    207
  39		    217
  42		    227
  44		    237
  48		    247
  49		    256
  50		    266
  52		    276
  53		    286
  53		    296
  56		    306
  57		    316
  58		    326
  60		    336
  62		    346
  63		    356
  66		    366
  67		    376
  69		    386
  70		    396
  72		    406
  73		    416
  74		    426
  75		    436
  76		    446
  77		    456
  77		    466
  78		    476
  81		    485
  83		    495
  84		    505
  85		    515
  86		    525
  87		    535
  90		    541
  93		    551
  94		    561
  94		    571
  94		    581
  96		    591
  96		    601
 107		    611
 108		    621
 109		    631
 110		    641
 113		    651
 114		    661
 114		    671
 115		    681
 116		    691
 116		    701
 116		    711
 117		    721
 118		    731
 118		    741
 120		    751
 122		    761
 123		    771
 124		    781
 124		    791
 127		    801
 127		    811
 128		    821
 129		    831
 131		    841
 131		    851
 136		    861
 139		    871
 140		    881
 142		    891
 149		    901
 150		    911
 150		    921
 151		    931
 152		    941
 158		    951
 159		    961
 160		    971
 161		    981
 164		    991
 168		   1001
 168		   1011
 168		   1021
 168		   1031
 172		   1041
 172		   1051
 176		   1061
 177		   1071
 177		   1081
 178		   1091
 181		   1101
 182		   1111
 183		   1121
 186		   1131
 186		   1141
 186		   1151
 187		   1161
 192		   1171
 192		   1181
 194		   1191
 196		   1201
 202		   1211
 207		   1221
 210		   1231
 212		   1241
 212		   1251
 215		   1261
 216		   1271
 224		   1281
 231		   1291
 237		   1301
 239		   1311
 242		   1321
 244		   1331
 250		   1341
 250		   1351
 254		   1361
 254		   1371
 255		   1381
 256		   1391
 257		   1401
 258		   1411
 259		   1421
 259		   1431
 260		   1441
 260		   1451
 261		   1461
 262		   1466
 263		   1475
 268		   1484
 270		   1494
 272		   1504
 272		   1514
 272		   1524
 276		   1534
 279		   1544
 279		   1554
 282		   1564
 285		   1574
 286		   1584
 287		   1594
 290		   1604
 290		   1614
 292		   1624
 296		   1634
 296		   1644
 296		   1654
 297		   1664
 300		   1674
 303		   1684
 304		   1694
 304		   1704
 304		   1714
 305		   1724
 306		   1734
 310		   1744
 310		   1754
 310		   1764
 313		   1774
 319		   1784
 322		   1794
 323		   1804
 323		   1814
 323		   1824
 326		   1834
 330		   1844
 334		   1854
 335		   1864
 336		   1874
 339		   1884
 347		   1892
 349		   1902
 350		   1912
 352		   1922
 352		   1932
 352		   1942
 353		   1952
 353		   1962
 353		   1972
 356		   1982
 360		   1992
 361		   2002
 370		   2012
 371		   2022
 374		   2032
 376		   2042
 380		   2052
 381		   2062
 385		   2072
 386		   2082
 387		   2092
 391		   2102
 392		   2112
 392		   2122
 396		   2132
 396		   2142
 399		   2152
 399		   2162
 401		   2172
 403		   2182
 404		   2192
 411		   2202
 417		   2212
 418		   2222
 424		   2232
 430		   2242
 431		   2252
 435		   2262
 435		   2272
 435		   2282
 436		   2292
 437		   2302
 440		   2312
 440		   2322
 448		   2332
 450		   2342
 456		   2352
 457		   2362
 460		   2369
 461		   2379
 462		   2389
 468		   2399
 469		   2409
 470		   2419
 471		   2429
 474		   2439
 487		   2449
 488		   2459
 491		   2469
 492		   2477
 494		   2487
 495		   2497
 496		   2507
 498		   2517
 504		   2526
 510		   2536
 512		   2546
 512		   2556
 512		   2566
 512		   2576
 513		   2586
 514		   2596
 516		   2606
 519		   2616
 523		   2626
 524		   2636
 525		   2646
 526		   2656
 528		   2660
 528		   2664
 529		   2673
